"Time","Press","Flow","OAI","CAI","HI","SI","FL","RERA","CSR","LVT","VT","MV","IE","RR","SPOP2","PR","End"
2025-2-14 22:46:13,156,94,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 22:47:13,154,94,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 22:48:13,152,93,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 22:49:13,150,92,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 22:50:13,148,93,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 22:51:13,146,93,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 22:52:13,144,92,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 22:53:13,142,92,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 22:54:13,140,93,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 22:55:13,138,92,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 22:56:13,136,93,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 22:57:13,134,93,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 22:58:13,132,91,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 22:59:13,130,91,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 23:0:13,128,92,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 23:1:13,126,91,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 23:2:13,124,91,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 23:3:13,122,91,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 23:4:13,120,90,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 23:5:13,118,90,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 23:6:13,116,91,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 23:7:13,114,90,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 23:8:13,112,90,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 23:9:13,110,90,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 23:10:13,108,90,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 23:11:13,106,89,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 23:12:13,105,89,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 23:13:13,103,90,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 23:14:13,101,89,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 23:15:13,100,89,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 23:16:13,98,88,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 23:17:13,96,88,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 23:18:13,95,88,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 23:19:13,93,88,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 23:20:13,92,88,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 23:21:13,90,88,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 23:22:13,89,87,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 23:23:13,88,88,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 23:24:13,86,88,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 23:25:13,85,87,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 23:26:13,84,87,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 23:27:13,83,87,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 23:28:13,81,87,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 23:29:13,80,87,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 23:30:13,79,87,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 23:31:13,78,87,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 23:32:13,77,86,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 23:33:13,76,86,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 23:34:13,75,86,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 23:35:13,74,86,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 23:36:13,73,86,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 23:37:13,72,86,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 23:38:13,71,86,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 23:39:13,70,85,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 23:40:13,69,85,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 23:41:13,68,86,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 23:42:13,67,85,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 23:43:13,67,85,0,0,0,0,0,0,0,0,0,0,0,60,0,0,254,
2025-2-14 23:44:13,92,88,1,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 23:45:13,90,88,0,0,0,0,0,0,0,0,0,0,0,60,0,0,254,
2025-2-14 23:46:13,111,89,1,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 23:47:13,109,89,0,0,0,0,0,0,0,0,0,0,0,60,0,0,254,
2025-2-14 23:48:13,126,91,1,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 23:49:13,124,89,0,0,0,0,0,0,0,0,0,0,0,60,0,0,254,
2025-2-14 23:50:13,140,92,1,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 23:51:13,138,94,0,0,0,0,0,0,0,0,0,0,0,60,0,0,254,
2025-2-14 23:52:13,152,93,1,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 23:53:13,150,94,0,0,0,0,0,0,0,0,0,0,0,60,0,0,254,
2025-2-14 23:54:13,162,94,1,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 23:55:13,160,93,0,0,0,0,0,0,0,0,0,0,0,60,0,0,254,
2025-2-14 23:56:13,171,95,1,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 23:57:13,169,93,0,0,0,0,0,0,0,0,0,0,0,60,0,0,254,
2025-2-14 23:58:13,179,95,1,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-14 23:59:13,177,95,0,0,0,0,0,0,0,0,0,0,0,60,0,0,254,
2025-2-15 0:0:13,186,96,1,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 0:1:13,184,95,0,0,0,0,0,0,0,0,0,0,0,60,0,0,254,
2025-2-15 0:2:13,192,97,1,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 0:3:13,190,95,0,0,0,0,0,0,0,0,0,0,0,60,0,0,254,
2025-2-15 0:4:13,195,96,1,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 0:5:13,193,93,0,0,0,0,0,0,0,0,0,0,0,60,0,0,254,
2025-2-15 0:6:13,198,96,1,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 0:7:13,196,94,0,0,0,0,0,0,0,0,0,0,0,60,0,0,254,
2025-2-15 0:8:13,200,97,1,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 0:9:13,199,93,0,0,0,0,0,0,0,0,0,0,0,60,0,0,254,
2025-2-15 0:10:13,200,97,1,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 0:11:13,200,96,0,0,0,0,0,0,0,0,0,0,0,60,0,0,254,
2025-2-15 0:12:13,200,97,1,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 0:13:13,198,96,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 0:14:13,196,97,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 0:15:13,194,96,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 0:16:13,192,96,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 0:17:13,190,96,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 0:18:13,188,95,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 0:19:13,186,95,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 0:20:13,184,95,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 0:21:13,182,96,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 0:22:13,180,95,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 0:23:13,178,95,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 0:24:13,176,95,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 0:25:13,174,95,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 0:26:13,172,95,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 0:27:13,170,95,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 0:28:13,168,94,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 0:29:13,166,94,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 0:30:13,164,95,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 0:31:13,162,94,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 0:32:13,160,94,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 0:33:13,158,95,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 0:34:13,156,94,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 0:35:13,154,94,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 0:36:13,152,93,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 0:37:13,150,93,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 0:38:13,148,93,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 0:39:13,146,93,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 0:40:13,144,93,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 0:41:13,142,93,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 0:42:13,140,93,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 0:43:13,138,92,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 0:44:13,136,92,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 0:45:13,134,92,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 0:46:13,132,91,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 0:47:13,130,92,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 0:48:13,128,91,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 0:49:13,126,92,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 0:50:13,124,91,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 0:51:13,122,91,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 0:52:13,120,91,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 0:53:13,118,91,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 0:54:13,116,89,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 0:55:13,114,90,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 0:56:13,112,90,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 0:57:13,110,89,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 0:58:13,108,89,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 0:59:13,106,90,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 1:0:13,104,90,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 1:1:13,102,89,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 1:2:13,101,89,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 1:3:13,99,89,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 1:4:13,98,89,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 1:5:13,96,88,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 1:6:13,94,88,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 1:7:13,93,88,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 1:8:13,92,88,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 1:9:13,90,87,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 1:10:13,89,87,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 1:11:13,87,87,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 1:12:13,86,87,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 1:13:13,85,88,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 1:14:13,84,87,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 1:15:13,82,87,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 1:16:13,81,87,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 1:17:13,80,87,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 1:18:13,79,86,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 1:19:13,78,87,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 1:20:13,77,86,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 1:21:13,76,86,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 1:22:13,75,86,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 1:23:13,74,86,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 1:24:13,73,86,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 1:25:13,72,86,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 1:26:13,71,85,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 1:27:13,70,85,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 1:28:13,69,86,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 1:29:13,68,85,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 1:30:13,67,84,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 1:31:13,66,85,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 1:32:13,66,85,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 1:33:13,65,83,0,0,0,0,0,0,0,0,0,0,0,60,0,0,254,
2025-2-15 1:34:13,65,85,0,1,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 1:35:13,64,84,0,0,0,0,0,0,0,0,0,0,0,60,0,0,254,
2025-2-15 1:36:13,64,85,0,1,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 1:37:13,63,84,0,0,0,0,0,0,0,0,0,0,0,60,0,0,254,
2025-2-15 1:38:13,63,84,0,1,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 1:39:13,63,85,0,0,0,0,0,0,0,0,0,0,0,60,0,0,254,
2025-2-15 1:40:13,63,85,0,1,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 1:41:13,62,86,0,0,0,0,0,0,0,0,0,0,0,60,0,0,254,
2025-2-15 1:42:13,62,85,0,1,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 1:43:13,61,82,0,0,0,0,0,0,0,0,0,0,0,60,0,0,254,
2025-2-15 1:44:13,61,84,0,1,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 1:45:13,61,83,0,0,0,0,0,0,0,0,0,0,0,60,0,0,254,
2025-2-15 1:46:13,61,84,0,1,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 1:47:13,60,82,0,0,0,0,0,0,0,0,0,0,0,60,0,0,254,
2025-2-15 1:48:13,60,85,0,1,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 1:49:13,59,85,0,0,0,0,0,0,0,0,0,0,0,60,0,0,254,
2025-2-15 1:50:13,59,84,0,1,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 1:51:13,59,86,0,0,0,0,0,0,0,0,0,0,0,60,0,0,254,
2025-2-15 1:52:13,59,84,0,1,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 1:53:13,58,82,0,0,0,0,0,0,0,0,0,0,0,60,0,0,254,
2025-2-15 1:54:13,58,84,0,1,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 1:55:13,57,84,0,0,0,0,0,0,0,0,0,0,0,60,0,0,254,
2025-2-15 1:56:13,57,84,0,1,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 1:57:13,57,84,0,0,0,0,0,0,0,0,0,0,0,60,0,0,254,
2025-2-15 1:58:13,57,84,0,1,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 1:59:13,56,86,0,0,0,0,0,0,0,0,0,0,0,60,0,0,254,
2025-2-15 2:0:13,56,84,0,1,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 2:1:13,56,84,0,0,0,0,0,0,0,0,0,0,0,60,0,0,254,
2025-2-15 2:2:13,56,83,0,1,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 2:3:13,55,84,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 2:4:13,55,84,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 2:5:13,54,84,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 2:6:13,54,84,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 2:7:13,53,83,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 2:8:13,53,83,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 2:9:13,52,84,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 2:10:13,52,83,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 2:11:13,51,83,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 2:12:13,51,83,0,0,0,0,0,0,0,0,0,0,0,15,0,0,254,
2025-2-15 2:13:13,50,59,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:14:13,50,82,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:15:13,50,58,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:16:13,49,80,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:17:13,49,74,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:18:13,49,89,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:19:13,48,77,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:20:13,48,100,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:21:13,47,78,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:22:13,47,103,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:23:13,47,80,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:24:13,47,103,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:25:13,46,80,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:26:13,46,59,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:27:13,46,81,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:28:13,45,57,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:29:13,45,80,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:30:13,45,72,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:31:13,44,89,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:32:13,44,76,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:33:13,44,99,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:34:13,44,77,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:35:13,43,102,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:36:13,43,80,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:37:13,43,102,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:38:13,43,80,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:39:13,43,56,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:40:13,42,79,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:41:13,42,57,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:42:13,42,79,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:43:13,42,70,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:44:13,42,89,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:45:13,41,76,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:46:13,41,100,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:47:13,41,78,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:48:13,41,102,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:49:13,41,79,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:50:13,40,102,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:51:13,40,79,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:52:13,40,52,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:53:13,40,79,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:54:13,40,57,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:55:13,40,79,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:56:13,40,71,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:57:13,40,90,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:58:13,40,75,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 2:59:13,40,99,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:0:13,40,78,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:1:13,40,102,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:2:13,40,79,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:3:13,40,101,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:4:13,40,79,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:5:13,40,52,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:6:13,40,79,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:7:13,40,57,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:8:13,40,80,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:9:13,40,69,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:10:13,40,92,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:11:13,40,75,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:12:13,40,99,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:13:13,40,78,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:14:13,40,102,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:15:13,40,79,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:16:13,40,100,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:17:13,40,79,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:18:13,40,53,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:19:13,40,79,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:20:13,40,61,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:21:13,40,79,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:22:13,40,72,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:23:13,40,92,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:24:13,40,75,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:25:13,40,100,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:26:13,40,79,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:27:13,40,103,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:28:13,40,79,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:29:13,40,100,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:30:13,40,79,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:31:13,40,53,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:32:13,40,79,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:33:13,40,61,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:34:13,40,80,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
2025-2-15 3:35:13,40,71,0,0,0,0,0,0,0,0,0,0,0,13,0,0,254,
